,id,hit,name,countries
329,14360522, vot(er|ed|ing) ,l2 voter data > individual demographics > ethnicity > ethnic description > maltese,['malta']
688,14359240, vot(er|ed|ing) ,l2 voter data > individual demographics > ethnicity > ethnic description > polish,['poland']
686,14359953, vot(er|ed|ing) ,l2 voter data > individual demographics > ethnicity > ethnic description > portuguese,['portugal']
681,14360620, vot(er|ed|ing) ,l2 voter data > individual demographics > ethnicity > ethnic description > romanian,['romania']
674,14359083, vot(er|ed|ing) ,l2 voter data > individual demographics > ethnicity > ethnic description > slovakian,['slovakia']
670,14360563, vot(er|ed|ing) ,l2 voter data > individual demographics > ethnicity > ethnic description > slovenian,['slovenia']
668,14359993, vot(er|ed|ing) ,l2 voter data > individual demographics > ethnicity > ethnic description > swedish,['sweden']
661,14359671, vot(er|ed|ing) ,l2 voter data > individual demographics > ethnicity > ethnicgroups ethnicgroup1desc > european,['europe']
660,14359829, vot(er|ed|ing) ,l2 voter data > individual demographics > ethnicity > ethnicgroups ethnicgroup1desc > hispanic and portuguese,['portugal']
665,24275687, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > bulgarian,['bulgaria']
647,24277232, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > czech,['czechia']
654,24276514, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > danish,['denmark']
649,24276425, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > dutch,['netherlands']
656,24277477, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > finnish,['finland']
651,24276349, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > french,['france']
662,24276906, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > german,['germany']
652,24276956, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > greek,['greece']
658,24275870, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > hungarian,['hungary']
646,24276757, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > italian,['italy']
664,24278046, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > latvian,['latvia']
650,24277210, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > lithuanian,['lithuania']
667,24277541, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > polish,['poland']
659,24276858, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > portuguese,['portugal']
648,24275450, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > romanian,['romania']
663,24279264, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > serbo > croatian,['croatia']
657,24276975, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > slovenian,['slovenia']
653,23722172, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > spanish,['spain']
655,24276129, vot(er|ed|ing) ,l2 voter data > individual demographics > languages description > swedish,['sweden']
644,24255320, vot(er|ed|ing) ,miq_cfg_mt_digitaltargets_voted_201012_20201013_device_cookie,['malta']
624,23648185, vot(er|ed|ing) ,rti_-_mt_dems_voter_reg_lookback,['malta']
220,9904679, vot(er|ed|ing) ,stirista > voter > ethnicity > austrian,['austria']
217,9901360, vot(er|ed|ing) ,stirista > voter > ethnicity > belgian,['belgium']
224,9930533, vot(er|ed|ing) ,stirista > voter > ethnicity > bulgarian,['bulgaria']
435,9907654, vot(er|ed|ing) ,stirista > voter > ethnicity > croatian,['croatia']
223,9930427, vot(er|ed|ing) ,stirista > voter > ethnicity > czech,['czechia']
206,9959300, vot(er|ed|ing) ,stirista > voter > ethnicity > danish,['denmark']
214,9899345, vot(er|ed|ing) ,stirista > voter > ethnicity > dutch ,['netherlands']
439,9898465, vot(er|ed|ing) ,stirista > voter > ethnicity > estonian,['estonia']
436,9899950, vot(er|ed|ing) ,stirista > voter > ethnicity > finnish,['finland']
211,9896494, vot(er|ed|ing) ,stirista > voter > ethnicity > french,['france']
218,9903971, vot(er|ed|ing) ,stirista > voter > ethnicity > greek,['greece']
219,9904252, vot(er|ed|ing) ,stirista > voter > ethnicity > hungarian,['hungary']
437,9933362, vot(er|ed|ing) ,stirista > voter > ethnicity > irish,['ireland']
221,9916253, vot(er|ed|ing) ,stirista > voter > ethnicity > latvian,['latvia']
222,9916558, vot(er|ed|ing) ,stirista > voter > ethnicity > lithuanian,['lithuania']
215,9900631, vot(er|ed|ing) ,stirista > voter > ethnicity > luxembourgian,['luxembourg']
212,9896904, vot(er|ed|ing) ,stirista > voter > ethnicity > maltese,['malta']
204,9932758, vot(er|ed|ing) ,stirista > voter > ethnicity > polish,['poland']
438,9932479, vot(er|ed|ing) ,stirista > voter > ethnicity > portuguese,['portugal']
213,9898307, vot(er|ed|ing) ,stirista > voter > ethnicity > romanian,['romania']
205,9933943, vot(er|ed|ing) ,stirista > voter > ethnicity > slovenian,['slovenia']
216,9900724, vot(er|ed|ing) ,stirista > voter > ethnicity > swedish,['sweden']
443,18648957,advoca(cy|te),nielsen france - social - lifestyle - advocacy,['france']
186,8267534,advoca(cy|te),"sharethis - ca, fr, de, uk, au, hk - people & society - social issues & advocacy - charity & philanthropy","['germany', 'france']"
187,8267535,advoca(cy|te),"sharethis - ca, fr, de, uk, au, hk - people & society - social issues & advocacy - discrimination & identity relations","['germany', 'france']"
188,8267536,advoca(cy|te),"sharethis - ca, fr, de, uk, au, hk - people & society - social issues & advocacy - drug laws & policy","['germany', 'france']"
189,8267537,advoca(cy|te),"sharethis - ca, fr, de, uk, au, hk - people & society - social issues & advocacy - ethics","['germany', 'france']"
190,8267538,advoca(cy|te),"sharethis - ca, fr, de, uk, au, hk - people & society - social issues & advocacy - green living & environmental issues","['germany', 'france']"
191,8267539,advoca(cy|te),"sharethis - ca, fr, de, uk, au, hk - people & society - social issues & advocacy - housing & development","['germany', 'france']"
192,8267540,advoca(cy|te),"sharethis - ca, fr, de, uk, au, hk - people & society - social issues & advocacy - human rights & liberties","['germany', 'france']"
193,8267541,advoca(cy|te),"sharethis - ca, fr, de, uk, au, hk - people & society - social issues & advocacy - immigration policy & border issues","['germany', 'france']"
194,8267542,advoca(cy|te),"sharethis - ca, fr, de, uk, au, hk - people & society - social issues & advocacy - poverty & hunger","['germany', 'france']"
195,8267543,advoca(cy|te),"sharethis - ca, fr, de, uk, au, hk - people & society - social issues & advocacy - privacy issues","['germany', 'france']"
197,8267642,advoca(cy|te),"sharethis - ca, fr, de, uk, au, hk - shopping - consumer resources - consumer advocacy & protection","['germany', 'france']"
430,18060829,animal ?rights,eyeota - se ndr - 11 interests kantar sifo - interested in: animal rights,['sweden']
319,13715500,conservative,bisnode > se > persona > conservative ,['sweden']
198,8255342,conservative,experian sp - automotive - conservatives high status ,['spain']
353,3577258,conservative,eyeota - de experian - sociodemographic - consumer typology - conservative values,['germany']
561,22180669,conservative,eyeota - es experian - sociodemographic - automotive segmentation - tv1 - conservatives high status,['spain']
556,21779780,conservative,eyeota - miq - de experian - sociodemographic - consumer typology - conservative values,['germany']
246,11053918,conservative,kbm group - germany - microm data | microm cars and mobility | car owner typology | conservative lower middle-class driver,['germany']
247,11053934,conservative,kbm group - germany - microm data | microm geo milieus | established conservative milieu,['germany']
321,13724596,conservative,schober > de > b2c > demography > conservative retiree ,['germany']
325,13724911,conservative,schober > de > b2c > fundraising > conservative values ,['germany']
477,21183290,corona,accordant_neg_hertz_coronavirus_portuguese_2020 ,['portugal']
476,21182491,corona,accordant_neg_hertz_coronavirus_spanish_2020 ,['spain']
528,21273629,corona,affectv_neg_corona_death_dell_de ,['germany']
527,21273571,corona,affectv_neg_corona_death_dell_fr ,['france']
491,21203449,corona,blmango_neg_gh-nl_xandr_gs_corona_all_high ,['netherlands']
495,21203521,corona,blmango_neg_gh-nl_xandr_gs_corona_all_large ,['netherlands']
490,21203448,corona,blmango_neg_gh-nl_xandr_gs_corona_all_low ,['netherlands']
494,21203520,corona,blmango_neg_gh-nl_xandr_gs_corona_all_small ,['netherlands']
486,21196002,corona,drop8ag_corona_de ,['germany']
485,21196001,corona,drop8ag_corona_fr ,['france']
487,21196042,corona,drop8ag_corona_it ,['italy']
463,20595143,corona,gamned_neg_coronavirus_de ,['germany']
523,21263224,corona,greenhouseg_gh-nl_all_xandr_gs_all_contextual_corona_all_opel ,['netherlands']
499,21203539,corona,greenhouseg_neg_gh-nl_xandr_gs_corona_all_large ,['netherlands']
498,21203538,corona,greenhouseg_neg_gh-nl_xandr_gs_corona_all_small ,['netherlands']
493,21203460,corona,groupmnl_neg_gh-nl_xandr_gs_corona_all_high ,['netherlands']
497,21203530,corona,groupmnl_neg_gh-nl_xandr_gs_corona_all_large ,['netherlands']
492,21203459,corona,groupmnl_neg_gh-nl_xandr_gs_corona_all_low ,['netherlands']
496,21203529,corona,groupmnl_neg_gh-nl_xandr_gs_corona_all_small ,['netherlands']
504,21203866,corona,groupmnl_neg_gh_de_xandr_audi_ch_corona ,['germany']
505,21203903,corona,groupmnl_neg_gh_fr_xandr_audi_ch_corona ,['france']
506,21203919,corona,groupmnl_neg_gh_it_xandr_audi_ch_corona ,['italy']
762,25591098,corona,lghtreacde_xaxisde_kaercher_corona ,['germany']
765,25620211,corona,lghtreacde_xaxisde_kaercher_corona_210219 ,['germany']
763,25602313,corona,lghtreacde_xaxisde_kaercher_corona_neg_210218 ,['germany']
766,25620212,corona,lghtreacde_xaxisde_kaercher_corona_sc ,['germany']
767,25646816,corona,lghtreacde_xaxisde_kaercher_sc_kontextuell_corona ,['germany']
541,21565291,corona,lightreactde_pos_coronavirus_de ,['germany']
542,21565311,corona,lightreactde_pos_coronavirus_fr ,['france']
544,21565313,corona,lightreactde_pos_coronavirus_it ,['italy']
467,21148793,corona,meliahotels_neg_coronavirus_blacklist_pt ,['portugal']
537,21351307,corona,"peer39: negative industry >coronavirus (english,french, spanish, german)","['germany', 'spain', 'france']"
538,21351309,corona,"peer39: safe from negative coronavirus content (english,french, spanish, german)","['germany', 'spain', 'france']"
508,21205480,corona,plistaczech_neg_coronavirus_kwb ,['czechia']
473,21161374,corona,plistade_corona_ger ,['germany']
484,21195937,corona,plistapoland_neg_coronavirus_kwb ,['poland']
507,21204178,corona,plistasweden_neg_coronavirus_kwb ,['sweden']
620,23628410,corona,tradespottinges_es_coronavirus ,['spain']
645,24319716,corona,tradespottinges_es_coronavirus_prisa ,['spain']
503,21203597,corona,unilevernl_neg_gh-nl_xandr_gs_corona_all_large ,['netherlands']
502,21203596,corona,unilevernl_neg_gh-nl_xandr_gs_corona_all_small ,['netherlands']
501,21203589,corona,wavemakernl_neg_gh-nl_xandr_gs_corona_all_large ,['netherlands']
500,21203588,corona,wavemakernl_neg_gh-nl_xandr_gs_corona_all_small ,['netherlands']
547,21653163,corona,xaxaustria_corona_neg ,['austria']
529,21289965,corona,xaxaustria_pr_corona_neg ,['austria']
532,21303242,corona,xaxiscz_neg_coronavirus_kwbl ,['czechia']
522,21250359,corona,xaxisde_neg_churchdwight_2020de_corona ,['germany']
521,21250319,corona,xaxisde_neg_churchdwight_corona_2020 ,['germany']
481,21187966,corona,xaxisde_neg_groupm_corona ,['germany']
514,21212022,corona,xaxisde_neg_psa_corona ,['germany']
513,21212021,corona,xaxisde_neg_psa_corona_english ,['germany']
474,21178383,corona,xaxisde_nestle_corona ,['germany']
509,21210408,corona,xaxisde_nestle_corona_deutsch ,['germany']
510,21210424,corona,xaxisde_nestle_corona_englisch ,['germany']
691,24566048,corona,xaxisde_pos_coronavirus ,['germany']
536,21330033,corona,xaxisde_pr_sloggi_corona_eng ,['germany']
535,21330028,corona,xaxisde_pr_sloggi_corona_ger ,['germany']
702,24776804,corona,xaxisde_xaxisde_corona ,['germany']
468,21160113,corona,xaxisdk_neg_corona_dk ,['denmark']
471,21160150,corona,xaxisdk_neg_corona_fi ,"['denmark', 'finland']"
472,21161114,corona,xaxisdk_neg_corona_kvik_alle_sprog ,['denmark']
469,21160115,corona,xaxisdk_neg_corona_no ,['denmark']
470,21160132,corona,xaxisdk_neg_corona_se ,"['denmark', 'sweden']"
466,21026355,corona,xaxises_neg_coronavirus ,['spain']
530,21301314,corona,xaxisfi_neg_coronavirus_kwbl ,['finland']
539,21563751,corona,xaxispo_neg_coronavirus_kwb ,['poland']
511,21211979,corona,xaxispt_neg_corona_pt ,['portugal']
512,21211997,corona,xaxispt_neg_corona_pt_eng ,['portugal']
465,21004551,corona,xaxisro_neg_corona_virus ,['romania']
480,21187376,corona,xaxisro_neg_corona_virus_2 ,['romania']
534,21329771,corona,xaxisro_neg_coronavirus_kwbl ,['romania']
489,21202305,corona,xaxisroma_neg_corona_virus ,['romania']
488,21202304,corona,xaxisroma_neg_corona_virus_2 ,['romania']
479,21187323,corona,xaxisse_neg_corona ,['sweden']
533,21329546,corona,xaxisse_neg_coronavirus_kwbl ,['sweden']
475,21179972,corona,xaxisse_neg_volvo_corona ,['sweden']
540,21565266,corona,xaxswitz_pos_coronavirus_de ,['germany']
543,21565312,corona,xaxswitz_pos_coronavirus_fr ,['france']
545,21565314,corona,xaxswitz_pos_coronavirus_it ,['italy']
708,24953396,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 business  > business decision makers ,['germany']
710,24957121,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 business  > conference call participants ,['germany']
713,24959616,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 business  > daily commuters ,['germany']
716,24962051,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 business  > essential workers - government ,['germany']
717,24962113,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 business  > essential workers - ngo ,['germany']
724,24967370,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 business  > home office workers ,['germany']
744,24967869,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 business  > small business owners ,['germany']
714,24961645,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 fitness > elderly people ,['germany']
722,24967363,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 fitness > home fitness enthusiasts ,['germany']
734,24967686,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 fitness > outdoor fitness enthusiasts ,['germany']
735,24967690,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 fitness > outdoor runners ,['germany']
752,24968077,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 fitness > young & active ,['germany']
718,24963241,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 food &amp; catering > fast food and take-away customers ,['germany']
719,24967277,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 food &amp; catering > food delivery customers ,['germany']
731,24967663,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 food &amp; catering > online grocery shoppers ,['germany']
733,24967683,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 food &amp; catering > outdoor eaters ,['germany']
725,24967373,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 habitation &amp; household > home owners ,['germany']
737,24967707,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 habitation &amp; household > parents with babies at home ,['germany']
738,24967710,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 habitation &amp; household > parents with kindergarden kids at home ,['germany']
739,24967713,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 habitation &amp; household > parents with schoolchildren at home ,['germany']
742,24967789,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 habitation &amp; household > renters ,['germany']
705,24952816,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > board & card game enthusiasts ,['germany']
706,24952920,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > books & literature enthusiasts ,['germany']
711,24957651,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > cooking enthusiasts ,['germany']
720,24967297,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > gambling & betting enthusiasts ,['germany']
721,24967360,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > home & garden enthusiasts ,['germany']
727,24967618,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > music streaming users ,['germany']
728,24967633,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > news readers & watchers ,['germany']
736,24967694,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > outdoor strollers ,['germany']
740,24967718,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > park visitors ,['germany']
741,24967738,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > pet owners ,['germany']
743,24967834,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > self-development enthusiasts ,['germany']
746,24968033,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > video streaming users ,['germany']
747,24968036,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > videogamers ,['germany']
712,24958146,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 personal finance  > credit loan seekers ,['germany']
715,24961901,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 personal finance  > equity traders ,['germany']
726,24967404,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 personal finance  > insurance seekers ,['germany']
704,24938603,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > amazon shoppers ,['germany']
707,24953047,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > brick & mortar shoppers ,['germany']
709,24953796,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > car buyers ,['germany']
723,24967368,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > home improvement shoppers ,['germany']
729,24967657,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > online consumer electronic shoppers ,['germany']
730,24967660,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > online fashion shoppers ,['germany']
732,24967666,covid,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > online shopping novices ,['germany']
701,24738177,covid,adyoulikesa_neg_pmi_de_specific_health_family_covid_smoking ,['germany']
700,24737938,covid,adyoulikesa_neg_pmi_it_specific_health_family_covid_smoking ,['italy']
482,21189082,covid,lightreacthg_neg_hu_covid19 ,['hungary']
553,21785161,covid,mbbmedia_fr_coravin_covid19 ,['france']
769,26079835,covid,mbbmedia_fr_custom_edition_albinmichel_covid ,['france']
698,24704245,covid,plistade_de_wavemaker_bitburger_covid_negativ_keyword ,['germany']
525,21271671,covid,projctagora2_covid-19-ro ,['romania']
526,21273077,covid,projctagora2_neg_covid-19-hu ,['hungary']
524,21271515,covid,projctagora2_neg_covid-19_ro ,['romania']
550,21668728,covid,wemass_netherlander_covid_negativo ,['netherlands']
548,21653197,covid,xaxaustria_neg_covid ,['austria']
562,22535496,covid,xaxaustria_oebb_hdg_covid ,['austria']
483,21195364,covid,xaxisbel_neg_covid19 ,['belgium']
531,21303241,covid,xaxiscz_neg_covid19 ,['czechia']
551,21725499,covid,xaxisde_neg_tiffany_covid19 ,['germany']
549,21653242,covid,xaxises_psa_kw_covid19 ,['spain']
517,21220995,covid,xaxisfi_neg_covid19death ,['finland']
518,21220997,covid,xaxisfi_neg_covid19death_en ,['finland']
519,21221012,covid,xaxisfi_neg_covid19death_fi ,['finland']
478,21187212,covid,xaxishu_neg_hu_covid19 ,['hungary']
546,21650352,covid,xaxispo_mars_pedigree_covid ,['poland']
638,23893690,covid,yosemite-09-30_covid_tier_2_latinx_spanish_prob_device_cookie,['spain']
639,23893691,covid,yosemite-09-30_covid_tier_3_latinx_not_spanish_sp_device_cookie,['spain']
642,23893695,covid,yosemite-09-30_covid_tier_3_latinx_spanish_prob_device_cookie,['spain']
640,23893693,covid,yosemite-09-30_covid_tier_4_latinx_not_spanish_sp_device_cookie,['spain']
641,23893694,covid,yosemite-09-30_covid_tier_4_latinx_spanish_prob_device_cookie,['spain']
635,23893051,covid,yosemite_consulting-09-30_covid_tier_1_latinx_not_spanish_device_cookie,['spain']
636,23893629,covid,yosemite_consulting-09-30_covid_tier_1_latinx_spanish_prob_device_cookie,['spain']
637,23893630,covid,yosemite_consulting-09-30_covid_tier_2_latinx_not_spanish_device_cookie,['spain']
693,24591318,covid,yosemite_consulting-11-13_covid_tier_1_latinx_-_spanish_device_cookie,['spain']
692,24591199,covid,yosemite_consulting-11-13_covid_tier_2_latinx_-_spanish_device_cookie,['spain']
343,15103252,crim(e|inal),branded data > nordic data resources > sweden > tv programs > crime series (power reach) ,['sweden']
240,11155539,crim(e|inal),branded data > nordic data resources > sweden > tv programs > crime series (super target) ,['sweden']
366,15742636,crim(e|inal),eyeota - se ndr - 16 tv - tv-programs: crime series ,['sweden']
393,16885634,crim(e|inal),mbbmedia_fr_sementics_custom_memento_intimeconv_crimes ,['france']
408,17217099,crim(e|inal),mbbmedia_fr_sport_escrime_athletes ,['france']
410,17217246,crim(e|inal),mbbmedia_fr_sport_escrime_competition ,['france']
409,17217241,crim(e|inal),mbbmedia_fr_sport_escrime_equipements ,['france']
619,6571596,crim(e|inal),nielsen tv - program clusters - spanish language crime docs,['spain']
109,7866676,crim(e|inal),oracle country-specific audiences > france > media & entertainment > movies > genres > crime ,['france']
110,7866699,crim(e|inal),oracle country-specific audiences > france > media & entertainment > television > genres > crime/procedural ,['france']
90,7849567,crim(e|inal),oracle country-specific audiences > germany (de) > media and entertainment > television (tv) > genres > crime/procedural ,['germany']
101,7865769,crim(e|inal),oracle country-specific audiences > germany > media & entertainment > movies > genres > crime ,['germany']
405,7849670,crim(e|inal),oracle country-specific audiences > italy (it) > media and entertainment > movies > genres > crime ,['italy']
102,7865888,crim(e|inal),oracle country-specific audiences > italy > media & entertainment > television > genres > crime/procedural ,['italy']
103,7866261,crim(e|inal),oracle country-specific audiences > spain > media & entertainment > movies > genres > crime ,['spain']
106,7866293,crim(e|inal),oracle country-specific audiences > spain > media & entertainment > television > genres > crime/procedural ,['spain']
515,21213992,crim(e|inal),peer39: custom category>brand safety denmark - mature_profanity_accidents_crime_death,['denmark']
621,23636623,crim(e|inal),peer39: custom category>brand safety greece - mature_profanity_accidents_crime_death,['greece']
622,23636641,crim(e|inal),peer39: custom category>brand safety greece - mature_profanity_accidents_crime_death_2,['greece']
623,23636643,crim(e|inal),peer39: custom category>brand safety greece - mature_profanity_accidents_crime_death_3,['greece']
516,21214003,crim(e|inal),peer39: custom category>brand safety romania - mature_profanity_accidents_crime_death,['romania']
461,20560817,crim(e|inal),peer39: custom category>brand safety sweden - mature_profanity_accidents_crime_death,['sweden']
576,23446667,crim(e|inal),"peer39: safe from crime & harmful acts - formerly safe from crime - available in english, spanish, french, german, portuguese, italian, dutch, japanese, chinese","['germany', 'spain', 'france', 'italy', 'netherlands', 'portugal']"
170,8266908,crim(e|inal),"sharethis - ca, fr, de, uk, au, hk - arts & entertainment - movies - thriller crime & mystery films","['germany', 'france']"
175,8267479,crim(e|inal),"sharethis - ca, fr, de, uk, au, hk - law & government - legal - criminal law","['germany', 'france']"
181,8267495,crim(e|inal),"sharethis - ca, fr, de, uk, au, hk - law & government - public safety - crime & justice","['germany', 'france']"
411,17482205,crim(e|inal),tradespottinges_es_crimenesgrindelwald ,['spain']
68,7579337,diesel(affae?re|gate),xaxisbel_dieselgate ,['belgium']
64,7577118,diesel(affae?re|gate),xaxisbel_gs_auto_dieselgate_dutch ,"['belgium', 'netherlands']"
66,7577145,diesel(affae?re|gate),xaxisbel_gs_auto_dieselgate_fr ,"['belgium', 'france']"
65,7577143,diesel(affae?re|gate),xaxisbel_gs_auto_dieselgate_nl ,"['belgium', 'netherlands']"
552,21764050,diesel(affae?re|gate),xaxisde2_neg_dieselaffaere ,['germany']
245,11275974,diesel(affae?re|gate),xaxisde_dieselgate_toyota ,['germany']
67,7578585,diesel(affae?re|gate),xaxisit_fca_dieselgate_negative_gen17 ,['italy']
330,14571096,environment(al)?,191618_mt_missoula_nuverra_environmental_solutions_hlm_september ,['malta']
159,10107825,environment(al)?,191618_mt_missoula_nuverra_environmental_solutions_tls_aerserve ,['malta']
158,10107826,environment(al)?,191618_mt_missoula_nuverra_environmental_solutions_tls_aol ,['malta']
160,10107827,environment(al)?,191618_mt_missoula_nuverra_environmental_solutions_tls_mopub ,['malta']
161,10107828,environment(al)?,191618_mt_missoula_nuverra_environmental_solutions_tls_smaato ,['malta']
440,14760010,environment(al)?,acxiom germany > consuming & lifestyle > charity cause > 06: environment,['germany']
557,21670257,environment(al)?,"audience 78473, es > vegetarian & environmentally friendly",['spain']
558,21670329,environment(al)?,"audience 78507, es > social & environmental sustainability",['spain']
333,15101476,environment(al)?,branded data > nordic data resources > denmark > shopping > environmental products (power reach) ,['denmark']
236,11154529,environment(al)?,branded data > nordic data resources > denmark > shopping > environmental products (super target) ,['denmark']
334,15101508,environment(al)?,branded data > nordic data resources > sweden > interests > environmental care (power reach) ,['sweden']
234,11153779,environment(al)?,branded data > nordic data resources > sweden > interests > environmental care (super target) ,['sweden']
122,8013152,environment(al)?,branded data > nordic data resources > sweden > super target > interests > environmental care ,['sweden']
376,15669607,environment(al)?,custom segments > adex|germany|gutefrage|interests|automotive|transportandenvironment,['germany']
377,15783011,environment(al)?,custom segments > adex|germany|gutefrage|interests|natureandenvironment,['germany']
759,19266328,environment(al)?,"custom segments > schober b2b mobile data germany - ecology, environmental technology and recycling  - 1st and 2nd management level - gps data",['germany']
